user_id	item_id	time
693516	297662	1430622004384
693516	297662	1430622029427
979664	338222	1430622085008
260113	125751	1430622240603
319455	342530	1430622602006
345781	438400	1430622693415
1375898	461547	1430622912969
1099963	260521	1430623137922
726427	415660	1430623142152
869008	40685	1430623445931
266417	445106	1430623462936
266417	301359	1430623535134
349576	312064	1430623750548
834374	267347	1430623788113
834374	243250	1430623943047
834374	243250	1430623943218
1033565	47992	1430623965110
456073	86439	1430624248896
1314434	232180	1430624265978
1375898	201245	1430624291478
195799	283082	1430624333681
195799	283082	1430624343885
1323116	44821	1430624740503
823621	201776	1430624830601
1323116	266439	1430624882075
75253	205183	1430624933489
101983	315543	1430625162476
255425	164345	1430625296132
586756	440917	1430625528831
586756	440917	1430625531994
586756	440917	1430625532433
435495	175893	1430625831436
1020729	344862	1430625840145
1189466	218626	1430626243870
1282205	444888	1430626360510
98907	356423	1430626697061
958183	108486	1430627110006
566009	11249	1430627485604
1198127	355046	1430627530749
755375	294956	1430627842841
566009	79544	1430628121182
1130101	27494	1430628238966
619893	180097	1430628385295
817168	128051	1430628404419
772935	462376	1430628439930
431909	449822	1430628665915
379008	441645	1430628741565
829260	338222	1430628801499
200158	379520	1430628889857
1245515	316753	1430628962547
379008	441645	1430629015471
611754	210087	1430629211937
236093	322666	1430629458977
156723	315543	1430629726858
393041	7943	1430629827305
527762	332018	1430629925411
693121	89775	1430629958173
962572	87740	1430630268183
693121	148446	1430630529345
1014806	71097	1430631038775
795921	77392	1430631109513
1206788	70790	1430631123967
853399	289681	1430631243192
176705	354288	1430631431604
1014806	146584	1430631891607
1347665	65284	1430631899544
176705	168946	1430631953933
732139	61273	1430632475470
946749	217605	1430634030526
1045152	92466	1430634313945
1045152	372568	1430634437405
311205	379391	1430634620720
450190	354288	1430634634348
311205	336327	1430634704311
1045152	219849	1430635193908
1045152	220174	1430635348325
1045152	131385	1430636296609
996991	79714	1430640819549
34729	347132	1430642278577
13271	262999	1430645411312
504850	110983	1430647093777
42431	31058	1430650078483
139680	465621	1430651720918
504684	306380	1430655809121
504684	306380	1430655809137
407273	425405	1430655893405
1185553	301483	1430655993819
881690	460520	1430656050825
1185553	287549	1430656105755
51719	198209	1430657470579
1375514	318333	1430660925451
8293	347641	1430661258075
1405745	299606	1430662391527
1402823	173712	1430663146206
426297	274710	1430663667059
468099	358665	1430663900430
1208747	396445	1430665039109
560305	436056	1430665368437
116596	66974	1430665850334
424083	226005	1430666364757
432060	399531	1430666486842
485193	412898	1430666776623
729806	317436	1430666801529
1355883	443829	1430666822665
53842	12404	1430666899205
625918	240900	1430667064201
935325	226005	1430667118691
710338	31058	1430667315977
73709	44220	1430667536614
190672	259357	1430667819604
902065	234494	1430668314797
902065	400574	1430668418919
1155016	93001	1430668722749
556819	187029	1430668761690
67172	115818	1430668828056
1390702	86218	1430668993104
1155016	170267	1430669087533
1155016	249933	1430669116184
1155016	249933	1430669116231
85582	301013	1430669241887
987715	47863	1430669784726
974320	427465	1430670071312
653663	32728	1430670071757
750857	425186	1430670109117
190672	259357	1430670200834
471276	198209	1430670406873
1310589	298190	1430670408254
53842	49881	1430670645934
461703	76121	1430671562989
935325	63543	1430671667027
461703	256164	1430671674834
36076	303281	1430671698732
36076	303281	1430671842755
36076	138276	1430671846339
1374895	340921	1430672044435
1339057	23486	1430672237836
710338	294424	1430672255092
53842	317735	1430672428251
948335	421884	1430672728925
1026425	44759	1430672871750
190672	259357	1430672930936
1093736	70868	1430672969641
1093736	70868	1430672969672
1026425	46444	1430673036525
307276	4001	1430673282405
1272930	9877	1430673316023
935325	14680	1430673321858
944671	413048	1430673556223
1073450	329749	1430673985714
896348	193304	1430674005564
355396	74371	1430674317274
885223	171201	1430674390307
113744	206930	1430674409773
885223	255336	1430674471025
638403	420629	1430674615095
935325	201776	1430675147463
355396	375669	1430675289924
639414	45738	1430675735089
1134602	93645	1430675743314
964796	107234	1430675940443
1058228	362974	1430676374301
121717	323084	1430676810767
36076	48237	1430677136565
564667	305255	1430677288669
740436	312076	1430677463487
883926	54435	1430677566525
53842	320130	1430677742771
1362306	144761	1430678266537
1042384	247109	1430678277455
1042384	416790	1430678326841
53842	45738	1430678346870
53842	829	1430678464305
260753	306086	1430678590744
822978	141572	1430678593583
421498	33	1430679538497
583514	235549	1430679757842
321985	261230	1430680142976
607090	111306	1430680573175
982053	222888	1430680605793
938457	432011	1430680871030
634873	436898	1430681231635
74196	380493	1430681899192
866162	380493	1430681900521
1003715	195852	1430682207908
307174	434171	1430682383134
950780	164276	1430682599802
163561	31644	1430683021062
163561	313858	1430683147737
670569	365015	1430683175884
1227583	58274	1430683524791
863870	87740	1430683566423
286394	413048	1430683613811
863870	462376	1430683613828
863870	453646	1430683708906
863870	179110	1430683739489
863870	100370	1430683795759
863870	159174	1430683807583
863870	461538	1430683812016
355596	235047	1430683982791
563799	205111	1430684069864
115673	326324	1430684200972
53842	326324	1430684291905
176379	452497	1430684296236
183995	238928	1430684365411
673776	432011	1430684512891
673776	432011	1430684519985
53842	336945	1430684610519
805746	140527	1430685090267
26222	350736	1430685132044
105360	294267	1430685366580
492991	9646	1430685522838
359520	257040	1430685623067
172634	65091	1430685722966
556819	65273	1430685824213
510086	366732	1430685878046
510086	366732	1430685878109
1281082	327134	1430686408415
1077885	399076	1430686481545
646177	88098	1430686667113
408058	112848	1430687008025
636520	31678	1430687515172
744249	232533	1430687873485
427554	294807	1430688177969
1065402	309519	1430688253866
439640	108486	1430688262688
67803	161453	1430688381677
1223606	289486	1430688452291
53842	462376	1430688564883
1215104	93335	1430688782903
1021308	496	1430688901402
880279	285942	1430688991016
53842	420528	1430689366195
411239	46528	1430689418940
935325	313858	1430689661171
611003	186260	1430689745407
53842	291877	1430689906103
655163	454514	1430689946426
539799	429631	1430689992846
897920	466335	1430690185415
404798	206937	1430690404865
512002	368903	1430690412274
228029	424515	1430690430264
381222	84160	1430690656672
68804	171042	1430690718380
2326	87702	1430690749035
655163	433602	1430690792813
339768	237030	1430690817020
655163	85832	1430690822629
710338	160830	1430691185298
1227841	87740	1430691342388
263447	279789	1430691345675
953197	257990	1430691396033
1227841	462376	1430691619483
1333561	133814	1430691739424
455179	315543	1430692111755
769546	434033	1430692366969
163561	386635	1430692476996
1187465	453179	1430692600589
1288137	289160	1430693084533
85617	326094	1430693111051
85617	380810	1430693170708
85617	125780	1430693226938
53842	293416	1430693250581
53842	428423	1430693254260
53842	384723	1430693257826
53842	90360	1430693262635
1114105	66325	1430693492617
1180720	369447	1430693713811
361923	454422	1430693758890
85617	125780	1430693855829
85617	83103	1430693959219
439640	9211	1430694023293
959680	385295	1430694382755
719670	193853	1430694623896
589900	276035	1430694813145
1213593	274242	1430695247031
1213593	274242	1430695247172
143375	373064	1430695308541
935325	85832	1430695545672
655163	173617	1430695943431
238100	401231	1430696374207
238100	401231	1430696374223
238100	401231	1430696377499
238100	401231	1430696377515
238100	401231	1430696383554
238100	401231	1430696383570
117418	88959	1430696669295
1292703	385769	1430696801396
1193771	291947	1430696869277
129663	408139	1430696875421
129663	408139	1430696876663
129663	408139	1430696877070
935325	115818	1430697234871
1192909	409804	1430697334482
365315	304081	1430697368255
53842	371445	1430697448420
109999	132567	1430697665190
199370	180110	1430697703830
935325	442061	1430697808055
995314	107972	1430697920028
343301	232062	1430698022531
53842	409804	1430698091490
1024866	194165	1430698125301
932151	206925	1430698474120
932151	252765	1430698528836
226310	276754	1430698614903
932151	218648	1430698726316
460412	197852	1430698855400
365315	218771	1430698966095
365315	146274	1430699014583
1307831	329279	1430699213557
1154280	107108	1430699279374
477080	192772	1430699290809
168289	61298	1430699423238
116465	281521	1430700131122
1407355	48744	1430700287798
116465	445063	1430700337542
247263	270938	1430700367988
1279042	430965	1430700613122
1279042	316183	1430700899515
1271199	274710	1430700945000
510144	430550	1430700958533
510144	430550	1430700958564
510144	77392	1430701041128
163561	37254	1430701064822
163561	37254	1430701134799
163561	191223	1430701138322
163561	37254	1430701190440
218443	45727	1430701328017
1179729	254037	1430701616729
510144	425477	1430701751013
563015	408060	1430702494988
544591	129193	1430702563172
653779	315359	1430702732978
753789	316472	1430703518291
276800	81853	1430703788192
712737	436400	1430703876245
53842	320130	1430703878051
735088	124065	1430704097270
733181	440677	1430704513996
1089925	60012	1430704739227
880150	46130	1430704766054
733794	199541	1430704957954
712737	436400	1430705018273
232771	349537	1430705092119
232771	379935	1430705141894
232771	369447	1430705145029
1212741	426971	1430705466452
733794	115818	1430705592724
409408	124343	1430705716071
935325	87740	1430705751443
556819	339703	1430705825359
216650	340921	1430705964260
1391016	47992	1430706776222
935509	81473	1430706823554
677330	63489	1430707025237
132676	377960	1430707084353
132676	377960	1430707084369
132676	271823	1430707088914
132676	271823	1430707088929
529697	377232	1430707156000
132676	377960	1430707301107
132676	271823	1430707303240
132676	104116	1430707309637
132676	338939	1430707320359
1045543	122263	1430707491318
132676	381613	1430707850994
549008	365889	1430707882375
586036	315543	1430707921502
338431	7732	1430708034977
1332669	39048	1430708321251
974791	282806	1430708328969
676231	101865	1430708683267
375627	334094	1430708691856
375627	67115	1430708805589
1037724	350629	1430708887662
795507	33993	1430709331401
338431	143860	1430709431033
282259	449023	1430709704067
1030331	418609	1430709820826
227282	19883	1430709905378
132676	338939	1430710083802
132676	104116	1430710140220
132676	271823	1430710203869
132676	381613	1430710210494
795507	392096	1430710370312
1361338	330506	1430710514174
1361338	330506	1430710514283
875913	217352	1430710791542
153499	415249	1430710832291
443321	137279	1430711233134
38195	134741	1430711243524
1269846	249657	1430711417000
156622	340808	1430711514144
994677	252043	1430711562877
994677	252043	1430711562892
1048311	308741	1430711644813
204463	385475	1430712021768
653779	422150	1430712129025
153499	116423	1430712242328
153499	116423	1430712242453
620519	197980	1430712317401
653779	367617	1430712348633
653779	125831	1430712450693
653779	309300	1430712536987
653779	281345	1430712665583
653779	272389	1430712731406
653779	413410	1430712814940
243592	295613	1430712883584
653779	71274	1430712907355
600589	369447	1430712919349
653779	291182	1430713071588
811978	46156	1430713294642
653779	434047	1430713297123
653779	383159	1430713327946
653779	105201	1430713401368
840126	413110	1430713611511
653779	180018	1430713620098
653779	365164	1430713828982
653779	178999	1430713909692
653779	126150	1430714076994
653779	258784	1430714115357
653779	434566	1430714209357
653779	227013	1430714276441
653779	2992	1430714450464
1144777	5411	1430714680850
653779	460570	1430714770717
1144777	33956	1430714824137
653779	359586	1430714945893
653779	450248	1430715221482
653779	229415	1430715333209
429365	335666	1430715340128
429365	335666	1430715340190
653779	85331	1430715454276
584132	48743	1430715500684
653779	104540	1430715531246
653779	192931	1430715569975
653779	115057	1430715640484
205290	326332	1430715746764
634069	394441	1430715902700
774693	454818	1430715981781
634069	394441	1430716045670
653779	234192	1430716190217
1291892	370838	1430716302189
653779	217058	1430716309440
746788	394349	1430716351723
1176899	369447	1430716352606
653779	308510	1430716478109
151399	244577	1430716508617
152134	118752	1430716573801
222107	116394	1430716612974
1003734	462376	1430716929753
809738	381081	1430716953187
1113362	68280	1430718086725
818070	116675	1430718280345
870425	234808	1430718935269
736846	255741	1430719339231
1307831	207205	1430719943102
635707	462376	1430720267948
433031	179436	1430720296366
269498	180018	1430720427679
849941	104432	1430720823212
269498	413344	1430721103911
1130635	44646	1430721114277
1262351	7943	1430721291068
1196638	156656	1430721450321
1196638	223929	1430721453895
1196638	223929	1430721453973
1196638	204685	1430721457624
1196638	301411	1430721467008
1196638	8082	1430721473178
1196638	8082	1430721473194
1196638	107577	1430721480630
1196638	375730	1430721500437
1262351	7943	1430721542994
696774	294267	1430721579710
234991	284028	1430721619146
1196638	1342	1430722198527
1196638	388759	1430722246378
1196638	388759	1430722246457
269498	379149	1430722895971
1395359	385498	1430722986033
1176550	120373	1430723823501
790843	414958	1430724056318
579172	299889	1430727732844
971479	26745	1430728502514
646169	200505	1430729087733
1181517	444857	1430729295734
1334545	325706	1430730404098
273858	190749	1430731357059
