user_id	item_id	time
73523	43038	1430622048174
63643	14962	1430622054461
5839	22521	1430622074535
89788	4461	1430622087996
86509	23460	1430622124584
62930	8550	1430622154356
5839	41638	1430622191370
62930	40084	1430622231863
21883	5774	1430622284504
89788	18230	1430622289382
62930	42198	1430622312158
78468	25894	1430622325414
63643	34402	1430622330806
21883	8014	1430622352193
89788	20712	1430622412300
68084	38021	1430622417240
61269	2180	1430622453281
62930	5009	1430622459202
61269	38094	1430622509629
61269	36896	1430622533226
62930	33065	1430622591111
89788	34695	1430622609678
89788	8276	1430622653528
62930	15061	1430622706111
73568	41402	1430622729297
39896	26886	1430622741041
88326	5890	1430622790487
73568	22968	1430622804062
543	30549	1430622862629
43665	19170	1430622874521
73568	7061	1430622886706
88326	42881	1430622888730
543	12804	1430622969151
88326	30514	1430623000561
46794	38665	1430623012992
39896	16365	1430623013726
46794	2731	1430623028898
46794	38730	1430623043574
24937	28245	1430623082311
39477	20254	1430623112039
7880	41177	1430623150639
79239	35599	1430623220231
53028	19872	1430623224021
4872	32585	1430623258737
88326	12967	1430623276828
7880	6947	1430623356206
4872	4461	1430623359610
53028	4557	1430623368517
5412	38432	1430623393384
88326	33281	1430623409665
4872	24224	1430623422443
53028	37064	1430623431419
17139	41367	1430623437020
53028	12245	1430623479871
78468	17662	1430623488493
17139	28066	1430623510013
6981	8948	1430623518643
4872	33549	1430623519244
31608	6908	1430623538971
39477	6383	1430623553176
53028	32531	1430623563465
36150	4020	1430623564090
4564	22357	1430623631225
36150	25161	1430623648267
88326	31502	1430623664160
17139	33337	1430623665319
6981	29471	1430623697273
45202	26115	1430623699141
4872	31408	1430623729335
36150	22666	1430623738741
53713	24880	1430623743538
70848	23541	1430623772118
6981	30283	1430623776848
17139	15673	1430623794409
69872	18560	1430623819766
53713	31447	1430623821757
30235	16129	1430623822214
32047	4265	1430623835144
53713	22629	1430623852162
4872	1312	1430623858792
71411	13787	1430623859434
6981	18320	1430623860275
78590	12417	1430623861073
70848	17901	1430623868499
78590	22968	1430623883067
78590	29167	1430623884083
66530	14676	1430623885568
70848	26067	1430623886468
39443	16920	1430623891646
66530	17473	1430623924778
78468	23373	1430623928839
36150	27733	1430623933997
66530	32931	1430623974698
39443	7998	1430623979574
77018	27746	1430623982845
66530	18531	1430623998755
36150	19424	1430624004195
88416	33340	1430624054337
39443	31062	1430624062285
4872	18759	1430624072307
77018	30571	1430624096662
54007	3291	1430624122151
46313	32285	1430624144494
88326	12062	1430624149566
86640	33830	1430624164495
15200	6920	1430624166056
46168	40547	1430624178010
46168	22442	1430624186168
4872	19309	1430624190915
46168	2238	1430624195606
46168	5934	1430624204540
15200	42129	1430624215843
31608	18759	1430624216519
77018	20644	1430624216877
15200	35535	1430624219590
86640	17500	1430624234085
46168	198	1430624235010
4872	10758	1430624246367
84394	21543	1430624275411
4872	3286	1430624281598
86640	37059	1430624282228
84394	29297	1430624283698
84394	41666	1430624291209
54007	20298	1430624300830
28299	11725	1430624314862
4872	40535	1430624330783
6981	14372	1430624333007
88326	18586	1430624347072
54007	28221	1430624355523
28299	29089	1430624384685
12515	2876	1430624411802
28299	18279	1430624414015
20202	11639	1430624444162
4872	34236	1430624456431
26459	38030	1430624495400
12515	4135	1430624543758
9610	17543	1430624614388
4872	32068	1430624615406
61051	35761	1430624624037
66530	17577	1430624635450
88416	18172	1430624653827
20202	10765	1430624655643
12515	17627	1430624665930
35098	35644	1430624686089
84960	28308	1430624687481
61051	36672	1430624698187
4872	2473	1430624698296
66530	35304	1430624717968
61051	39265	1430624723820
4872	16365	1430624741003
66530	28231	1430624796488
66530	20944	1430624806014
28299	891	1430624821860
4872	25321	1430624830023
20202	37457	1430624833049
84960	24803	1430624892371
39477	4541	1430624903847
53028	18353	1430624908560
39477	26896	1430624928687
4872	18954	1430624938629
22778	33633	1430624938895
66530	18160	1430624940333
4872	27479	1430625017645
87582	10029	1430625034210
66530	22142	1430625052901
61051	8654	1430625067563
22778	42139	1430625128097
87582	24182	1430625136736
22778	26610	1430625161150
22778	17214	1430625184904
28299	39291	1430625188763
80549	33340	1430625200594
22778	2759	1430625200749
4872	11360	1430625214608
22778	28103	1430625222267
61974	11712	1430625253200
53028	21484	1430625257726
39477	3136	1430625286786
39477	42162	1430625307210
63752	26977	1430625310647
35576	6116	1430625325918
53028	27204	1430625352682
35576	29101	1430625366743
53028	28568	1430625384089
35576	1072	1430625388178
77846	41437	1430625449774
60570	6230	1430625449907
19702	19494	1430625452811
19702	15991	1430625476524
50807	38412	1430625476792
73465	40168	1430625570462
56707	10013	1430625572878
53028	42822	1430625580789
84960	4064	1430625592114
28299	9704	1430625615264
53028	34680	1430625660664
50807	16586	1430625665432
50807	11491	1430625691517
9643	29617	1430625798949
31017	28198	1430625945325
10906	13003	1430625948709
39988	2829	1430625956757
31017	2605	1430625981085
39988	40311	1430625985369
28299	28682	1430625994248
56707	20755	1430625997422
31017	21510	1430626022039
45045	30663	1430626076260
36150	22972	1430626090618
50140	2043	1430626091947
39988	19448	1430626092948
20202	16550	1430626114778
38825	32776	1430626128998
76399	5960	1430626130641
67581	9564	1430626135174
25964	41847	1430626163746
20202	16275	1430626179353
23284	9906	1430626188354
81074	24908	1430626193608
76399	22585	1430626206094
25964	25760	1430626212823
67581	32613	1430626217228
76399	20272	1430626239526
89455	20056	1430626265805
70021	861	1430626279426
25964	30919	1430626287686
67581	1525	1430626305995
61051	9857	1430626337250
44874	35954	1430626352154
76535	42214	1430626363159
20202	22069	1430626366541
76535	23247	1430626395282
76535	43109	1430626410302
67355	14681	1430626426081
67581	30952	1430626426916
76535	26897	1430626430266
20202	5618	1430626447051
50140	36112	1430626461836
67581	22623	1430626501343
50140	31063	1430626505463
75426	30994	1430626515222
81074	1683	1430626522881
67355	31931	1430626526012
39988	20213	1430626539344
20202	25682	1430626548405
20202	12763	1430626581451
20202	29971	1430626595827
67581	10331	1430626617952
67581	37045	1430626663209
20202	43296	1430626684032
20202	31457	1430626711726
36822	40347	1430626717340
67355	16479	1430626719581
20202	38646	1430626725117
70021	39390	1430626725599
56820	37079	1430626742130
36150	16972	1430626805083
49983	22469	1430626807245
20202	27855	1430626846986
32193	28738	1430626847571
49983	5021	1430626853474
36822	21896	1430626854850
73465	16559	1430626861227
70021	33188	1430626866215
36150	3983	1430626877213
84232	17949	1430626894672
50140	39326	1430626900186
58979	37913	1430626907385
84232	19443	1430626916450
20202	39022	1430626916983
70021	38077	1430626924727
20202	16647	1430626927715
